drug	gene
DB00908	ADRA1D
DB00909	SCN1A
DB00909	SCN2A
DB00909	SCN3A
DB00909	SCN4A
DB00909	SCN5A
DB00909	SCN9A
DB00909	SCN11A
DB00909	SCN1B
DB00909	SCN2B
DB00909	SCN3B
DB00909	SCN4B
DB00909	CACNA1G
DB00909	CACNA1H
DB00909	CACNA1I
DB00909	CA1
DB00909	CA2
DB00909	CA3
DB00909	CA4
DB00909	CA5A
DB00909	CA5B
DB00909	CA6
DB00909	CA7
DB00909	CA8
DB00909	CA9
DB00909	CA10
DB00909	CA11
DB00909	CA12
DB00909	CA13
DB00909	CA14
DB00909	MAOB
DB00909	MAOA
DB00910	VDR
DB00912	ABCC8
DB00912	PPARG
DB00912	HRH1
DB00913	OPRM1
DB00914	PRKAA1
DB00914	KCNJ8
DB00915	GRIN3A
DB00915	DRD2
DB00915	CHRNA7
DB00915	CHRNA4
DB00915	CHRNA3
DB00917	PTGER2
DB00917	PTGER1
DB00917	PTGER3
DB00917	PTGER4
DB00917	PTGDR2
DB00918	HTR1D
DB00918	HTR1B
DB00920	HRH1
DB00920	PGD
DB00921	OPRK1
DB00921	OPRM1
DB00921	OPRD1
DB00921	OPRL1
DB00922	TNNC1
DB00922	KCNJ11
DB00922	KCNJ8
DB00922	PDE3A
DB00924	HTR2A
DB00924	HTR2B
DB00924	HTR2C
DB00924	HTR6
DB00924	SLC6A4
DB00924	SLC6A2
DB00924	HTR7
DB00924	TLR4
DB00924	AOX1
DB00925	ADRA1A
DB00925	ADRA2A
DB00925	ADRA2C
DB00925	ADRA2B
DB00925	CALM1
DB00925	ADRB2
DB00925	ADRA1B
DB00925	ADRA1D
DB00926	RARA
DB00926	RXRA
DB00926	RARB
DB00926	RXRG
DB00926	RXRB
DB00926	RARG
DB00927	HRH2
DB00928	DNMT1
DB00929	PTGER3
DB00929	PTGER2
DB00929	PTGER1
DB00929	PTGER4
DB00933	DRD2
DB00933	HTR2A
DB00934	SLC6A2
DB00934	HRH1
DB00934	CHRM1
DB00934	CHRM2
DB00934	CHRM3
DB00934	CHRM4
DB00934	CHRM5
DB00934	HTR2A
DB00934	HTR2C
DB00934	HTR7
DB00934	DRD2
DB00935	ADRA1A
DB00935	ADRA2A
DB00935	ADRA2B
DB00935	ADRA2C
DB00935	ADRA1B
DB00935	ADRA1D
DB00935	HTR1A
DB00935	HTR1B
DB00935	HTR1D
DB00936	PTGS1
DB00936	PTGS2
DB00936	AKR1C1
DB00937	SLC6A2
DB00937	SLC6A3
DB00938	ADRB2
DB00938	ADRB1
DB00938	ADRB3
DB00939	PTGS1
DB00939	PTGS2
DB00939	ALOX5
DB00939	KCNQ2
DB00939	KCNQ3
DB00940	HRH2
DB00940	CHRM2
DB00940	CHRM3
DB00940	CHRM4
DB00940	CHRM5
DB00940	CHRM1
DB00941	BCHE
DB00942	CHRM1
DB00944	ACHE
DB00944	BCHE
DB00945	PTGS1
DB00945	PTGS2
DB00945	AKR1C1
DB00945	EDNRA
DB00945	TP53
DB00945	HSPA5
DB00945	RPS6KA3
DB00945	NFKBIA
DB00945	TNFAIP6
DB00945	CASP1
DB00945	CASP3
DB00945	IKBKB
DB00945	CCND1
DB00945	MYC
DB00945	PCNA
DB00945	NEU1
DB00946	VKORC1
DB00947	ESR1
DB00949	GRIN2B
DB00949	GRIN2A
DB00950	HRH1
DB00951	CYP2C8
DB00951	CYP1A2
DB00951	CYP3A4
DB00951	CYP2C19
DB00952	HTR1A
DB00952	HTR1D
DB00952	HTR1B
DB00952	HTR1F
DB00953	HTR1D
DB00953	HTR1B
DB00953	HTR1F
DB00956	OPRM1
DB00956	OPRD1
DB00956	SIGMAR1
DB00957	PGR
DB00957	ESR1
DB00957	AR
DB00959	NR3C1
DB00959	ANXA1
DB00960	ADRB1
DB00960	ADRB2
DB00960	ADRB3
DB00960	HTR1A
DB00960	HTR1B
DB00961	SCN10A
DB00962	GABRA1
DB00963	PTGS2
DB00963	PTGS1
DB00964	ADRA1A
DB00964	ADRA2A
DB00964	ADRA2B
DB00966	PPARG
DB00966	AGTR1
DB00967	HRH1
DB00968	DDC
DB00968	ADRA2A
DB00969	HTR3A
DB00970	TOP1
DB00972	HRH1
DB00972	HRH2
DB00972	PLA2G1B
DB00972	LTC4S
DB00973	NPC1L1
DB00973	SOAT1
DB00973	ANPEP
DB00975	PDE10A
DB00975	PDE5A
DB00975	PDE4A
DB00975	ADA
DB00975	RCAN1
DB00975	ORM1
DB00977	ESR1
DB00977	NR1I2
DB00978	TOP2A
DB00979	CHRM1
DB00980	MTNR1B
DB00980	MTNR1A
DB00981	ACHE
DB00981	CHRNA4
DB00981	CHRNB2
DB00982	RARG
DB00982	RARA
DB00983	ADRB2
DB00983	ADRB1
DB00983	ADRB3
DB00984	AR
DB00985	HRH1
DB00986	CHRM1
DB00986	CHRM3
DB00986	CHRM2
DB00986	CHRM4
DB00986	CHRM5
DB00987	POLB
DB00988	DRD2
DB00988	DRD1
DB00988	DRD5
DB00988	DRD3
DB00988	DRD4
DB00988	SLC6A3
DB00988	DBH
DB00988	HTR1A
DB00988	HTR7
DB00988	SLC6A2
DB00988	SLC6A4
DB00988	HTR3A
DB00988	HTR3B
DB00988	SOD1
DB00988	SLC18A2
DB00989	ACHE
DB00989	BCHE
DB00990	CYP19A1
DB00991	PTGS1
DB00991	PTGS2
DB00993	RAC1
DB00994	CASR
DB00995	PRDX5
DB00995	IKBKB
DB00996	CACNA2D1
DB00996	CACNA2D2
DB00996	ADORA1
DB00996	KCNQ3
DB00996	KCNQ5
DB00997	TOP2A
DB00997	NOLC1
DB00997	TOP1
DB00997	TOP2B
DB00998	HTR1D
DB00998	HTR1B
DB00999	SLC12A3
DB00999	KCNMA1
DB01001	ADRB2
DB01001	ADRB1
DB01001	ADRB3
DB01002	SCN10A
DB01003	S100P
DB01005	RRM1
DB01006	CYP19A1
DB01007	CYP51A1
DB01009	PTGS2
DB01009	PTGS1
DB01009	CXCR1
DB01010	BCHE
DB01010	ACHE
DB01011	CYP11B1
DB01012	CASR
DB01013	NR3C1
DB01013	ANXA1
DB01013	NR3C2
DB01014	PPARG
DB01014	PTGS2
DB01014	PTGS1
DB01014	ALOX5
DB01016	ABCC9
DB01016	ABCB11
DB01016	ABCA1
DB01016	CPT1A
DB01016	CFTR
DB01016	TRPM4
DB01017	IL1B
DB01017	ALOX5
DB01017	MMP9
DB01017	VEGFA
DB01017	CASP1
DB01017	CASP3
DB01017	CYCS
DB01017	NOS2
DB01018	ADRA2A
DB01018	ADRA2B
DB01019	CHRM3
DB01019	CHRM1
DB01019	CHRM2
DB01019	CHRM4
DB01019	CHRM5
DB01020	GUCY1A2
DB01021	SLC12A3
DB01021	ATP1A1
DB01021	CA1
DB01021	CA2
DB01021	CA4
DB01022	GGCX
DB01022	BGLAP
DB01023	CACNA1C
DB01023	CACNA2D1
DB01023	CACNB2
DB01023	CACNA1D
DB01023	CACNA1S
DB01023	CACNA1H
DB01023	CACNA2D2
DB01023	CALM1
DB01023	PDE1B
DB01023	PDE1A
DB01023	NR3C2
DB01023	TNNC2
DB01023	TNNC1
DB01024	IMPDH2
DB01024	IMPDH1
DB01025	S100A12
DB01025	S100A13
DB01025	IL3
DB01025	FGF1
DB01026	CYP17A1
DB01026	AR
DB01026	CYP21A2
DB01026	KCNH2
DB01026	NR1I2
DB01026	NR1I3
DB01028	GABRA1
DB01028	GRIA1
DB01028	GLRA1
DB01028	KCNA1
DB01028	ATP2C1
DB01028	MT-ND1
DB01029	AGTR1
DB01029	JUN
DB01030	TOP1
DB01030	TOP1MT
DB01031	CA2
DB01031	CA1
DB01032	SLC22A6
DB01032	SLC22A11
DB01032	SLC22A8
DB01032	PANX1
DB01032	TAS2R16
DB01033	HPRT1
DB01033	PPAT
DB01034	FASN
DB01035	KCNH2
DB01035	SCN5A
DB01035	DNMT1
DB01036	CHRM3
DB01036	CHRM2
DB01036	CHRM5
DB01036	CHRM1
DB01036	CHRM4
DB01037	MAOB
DB01037	MAOA
DB01038	DRD2
DB01038	DRD1
DB01038	DRD5
DB01039	PPARA
DB01039	NR1I2
DB01039	MMP25
DB01041	CRBN
DB01043	HTR3A
DB01043	CHRNA7
DB01043	DRD2
DB01043	GRIN1
DB01045	NR1I2
DB01046	CLCN2
DB01047	NR3C1
DB01047	SMO
DB01048	HLA-B
DB01050	PTGS2
DB01050	PTGS1
DB01050	BCL2
DB01050	THBD
DB01050	FABP2
DB01050	PPARG
DB01050	CFTR
DB01050	PPARA
DB01050	GP1BA
DB01050	S100A7
DB01053	SLC22A8
DB01053	SLC15A1
DB01053	SLC15A2
DB01054	CACNA1C
DB01054	CACNA2D1
DB01054	CACNB2
DB01054	CACNA1D
DB01054	CACNA1S
DB01054	CACNA2D2
DB01054	CACNA1H
DB01055	SHMT1
DB01055	CCL2
DB01055	TYR
DB01056	SCN5A
DB01057	BCHE
DB01059	TOP2A
DB01062	CHRM3
DB01062	CHRM2
DB01062	CHRM1
DB01063	DRD2
DB01063	AR
DB01064	ADRB1
DB01064	ADRB2
DB01064	ADRB3
DB01064	SOD1
DB01065	MTNR1A
DB01065	MTNR1B
DB01065	ESR1
DB01065	RORB
DB01065	CALM1
DB01065	MPO
DB01065	EPX
DB01065	CALR
DB01065	ASMT
DB01065	NQO2
DB01067	ABCC8
DB01067	PPARG
DB01068	NR1I2
DB01069	HRH1
DB01069	DRD2
DB01069	CHRM1
DB01069	CHRM2
DB01069	CHRM3
DB01069	CHRM4
DB01069	CHRM5
DB01069	CALM1
DB01069	HRH2
DB01070	VDR
DB01071	HRH1
DB01073	DCK
DB01073	POLA1
DB01073	RRM1
DB01074	CPT1A
DB01074	CPT2
DB01074	KCNH2
DB01075	HRH1
DB01075	CHRM2
DB01076	HMGCR
DB01076	DPP4
DB01076	AHR
DB01076	HDAC2
DB01076	NR1I3
DB01077	PTPRS
DB01077	ATP6V1A
DB01077	SLC25A4
DB01077	SLC25A5
DB01077	SLC25A6
DB01078	ATP1A1
DB01079	HTR4
DB01079	HTR2C
DB01079	HTR2A
DB01079	HTR2B
DB01080	ABAT
DB01081	OPRM1
DB01081	OPRD1
DB01082	PADI4
DB01083	PNLIP
DB01083	LIPF
DB01083	FASN
DB01084	HRH1
DB01085	CHRM3
DB01085	CHRM1
DB01085	CHRM2
DB01085	CHRM4
DB01086	SCN10A
DB01087	KRT7
DB01087	NQO2
DB01088	PTGIR
DB01088	PTGER1
DB01088	PDE4A
DB01088	PDE4B
DB01088	PDE4C
DB01088	PDE4D
DB01088	PLAT
DB01088	PTGDR2
DB01089	SLC18A2
DB01090	CHRNA3
DB01090	CHRNB4
DB01090	CHRNA10
DB01091	SQLE
DB01092	ATP1A1
DB01092	ATP1A2
DB01092	ATP1A3
DB01093	IL5RA
DB01093	MUC16
DB01093	MYC
DB01094	MTTP
DB01094	SOAT1
DB01094	SHBG
DB01094	SOAT2
DB01095	HMGCR
DB01095	HDAC2
DB01097	DHODH
DB01097	AHR
DB01097	PTK2B
DB01098	HMGCR
DB01098	ITGAL
DB01099	DNMT1
DB01100	DRD2
DB01100	DRD3
DB01100	KCNH2
DB01100	CALM1
DB01101	TYMS
DB01102	ADRB1
DB01102	ADRB2
DB01102	ADRB3
DB01103	PLA2G6
DB01103	PLA2G4A
DB01103	PLCL1
DB01104	SLC6A4
DB01104	SLC6A3
DB01104	SLC6A2
DB01104	SLC29A4
DB01105	SLC6A3
DB01105	SLC6A4
DB01105	SLC6A2
DB01106	HRH1
DB01106	NTSR2
DB01107	GABRA1
DB01108	HSD3B1
DB01108	HSD3B2
DB01108	ESR1
DB01108	ESR2
DB01109	SERPINC1
DB01109	F10
DB01109	SELP
DB01109	FGFR4
DB01109	FGF4
DB01109	FGF19
DB01109	FGFR1
DB01109	FGF1
DB01109	FGFR2
DB01109	FGF2
DB01109	PF4
DB01109	HGF
DB01110	NOS3
DB01110	NOS2
DB01110	NR1I2
DB01113	PDE4B
DB01113	PDE10A
DB01114	HRH1
DB01114	SLC6A4
DB01114	SLC6A2
DB01114	SLC6A3
DB01115	CACNA1C
DB01115	CACNA1D
DB01115	CACNB2
DB01115	NR1I2
DB01115	CALM1
DB01115	CACNA1S
DB01115	KCND3
DB01116	CHRNA10
DB01117	DHODH
DB01118	CACNA1I
DB01118	PPARG
DB01118	PPARA
DB01118	PPARGC1B
DB01119	KCNJ11
DB01119	CA1
DB01119	CA2
DB01119	ATP1A1
DB01119	KCNMA1
DB01120	ABCC8
DB01120	VEGFA
DB01121	SCN1A
DB01122	ACHE
DB01123	F2
DB01124	ABCC8
DB01124	KCNJ1
DB01125	GGCX
DB01126	SRD5A1
DB01126	SRD5A2
DB01127	NR1I2
DB01128	AR
DB01129	ATP4A
DB01130	NR3C1
DB01131	DHFR
DB01132	PPARG
DB01132	MAOB
DB01133	PTPN12
DB01133	PTPN6
DB01133	PTPRE
DB01134	NR3C2
DB01135	CHRNA2
DB01135	CHRM2
DB01136	ADRB1
DB01136	ADRA1A
DB01136	NDUFC2
DB01136	ADRB2
DB01136	VEGFA
DB01136	NPPB
DB01136	GJA1
DB01136	KCNH2
DB01136	VCAM1
DB01136	ADRA1D
DB01136	ADRA1B
DB01136	ADRA2C
DB01136	ADRA2B
DB01136	ADRA2A
DB01136	SELE
DB01136	HIF1A
DB01136	KCNJ4
DB01136	KCNJ2
DB01138	SLC22A12
DB01138	ABCC1
DB01138	ABCC2
DB01138	NR1I2
DB01142	HRH1
DB01142	HRH2
DB01142	SLC6A2
DB01142	SLC6A4
DB01142	HTR2A
DB01142	HTR2B
DB01142	HTR2C
DB01142	CHRM1
DB01142	CHRM2
DB01142	CHRM3
DB01142	CHRM4
DB01142	CHRM5
DB01142	ADRA1A
DB01142	ADRA1B
DB01142	ADRA1D
DB01142	HTR1A
DB01142	HTR6
DB01142	HRH4
DB01142	KCNH2
DB01143	ALPPL2
DB01144	CA2
DB01144	CA1
DB01144	CA4
DB01144	CA7
DB01144	CA3
DB01146	HRH1
DB01146	SLC6A3
DB01148	CHRM1
DB01148	CHRM2
DB01149	HTR2A
DB01149	HTR2C
DB01149	SLC6A4
DB01149	HTR1A
DB01149	SLC6A2
DB01149	SLC6A3
DB01149	ADRA1B
DB01149	ADRA2A
DB01149	ADRA1A
DB01149	KCNH2
DB01151	SLC6A2
DB01151	SLC6A4
DB01151	HTR2A
DB01151	ADRB2
DB01151	ADRB1
DB01151	SMPD1
DB01151	HRH1
DB01151	CHRM1
DB01151	CHRM2
DB01151	CHRM3
DB01151	CHRM4
DB01151	CHRM5
DB01151	HTR1A
DB01151	HTR2C
DB01151	DRD2
DB01154	KCNJ8
DB01154	KCNJ11
DB01154	GABRA1
DB01156	SLC6A3
DB01156	SLC6A2
DB01156	CHRNA3
DB01156	HTR3A
DB01157	DHFR
DB01158	ATP1A1
DB01159	KCNK3
DB01159	KCNK9
DB01159	KCNMA1
DB01159	GRIN3A
DB01159	GRIN3B
DB01159	GRIN2A
DB01159	GLRA1
DB01159	RHO
DB01159	KCNJ6
DB01159	KCNJ3
DB01159	MT-ND1
DB01159	KCNN4
DB01159	GABRA1
DB01159	GNG2
DB01159	NPSR1
DB01160	PTGFR
DB01160	PTGIR
DB01161	SLC6A3
DB01162	ADRA1A
DB01162	ADRA1B
DB01162	ADRA1D
DB01162	TGFB1
DB01162	KCNH2
DB01162	KCNH6
DB01162	KCNH7
DB01164	S100A13
DB01165	TOP2A
DB01166	PDE3A
DB01167	CYP51A1
DB01169	IKBKB
DB01169	TXNRD1
DB01169	JUN
DB01169	CCND1
DB01169	MAPK3
DB01169	MAPK1
DB01169	AKT1
DB01169	CDKN1A
DB01169	HDAC1
DB01169	PML
DB01170	SLC6A2
DB01171	MAOA
DB01171	MAOB
DB01173	GRIN2D
DB01173	GRIN1
DB01173	GRIN3B
DB01173	GRIN3A
DB01173	HRH1
DB01173	SLC6A2
DB01173	SCN10A
DB01174	GABRA1
DB01174	CHRNA4
DB01174	CHRNA7
DB01174	GRIA2
DB01174	GRIK2
DB01174	NR1I2
DB01175	SLC6A4
DB01175	CHRM1
DB01175	HRH1
DB01175	HTR1A
DB01175	HTR2A
DB01175	HTR2C
DB01175	DRD2
DB01175	SLC6A2
DB01175	SLC6A3
DB01176	HRH1
DB01176	SULT1E1
DB01177	TOP2A
DB01178	TSPO
DB01179	TUBA4A
DB01179	TUBB
DB01179	TOP2A
DB01180	ACE
DB01181	NR1I2
DB01182	SCN5A
DB01182	KCNH2
DB01182	ADRB1
DB01182	ADRB2
DB01183	OPRM1
DB01183	OPRD1
DB01183	OPRK1
DB01183	CREB1
DB01183	ESR1
DB01183	TLR4
DB01183	CES1
DB01184	DRD3
DB01184	DRD2
DB01185	AR
DB01185	ESR1
DB01185	NR3C1
DB01185	HSD11B2
DB01186	DRD2
DB01186	DRD3
DB01186	DRD4
DB01186	DRD5
DB01186	DRD1
DB01186	HTR1A
DB01186	HTR2B
DB01186	HTR2A
DB01186	HTR1D
DB01186	HTR1B
DB01186	HTR2C
DB01186	ADRA1A
DB01186	ADRA1B
DB01186	ADRA1D
DB01188	ATP1A1
DB01189	GLRA1
DB01189	GRIA1
DB01189	KCNA1
DB01189	MT-ND1
DB01189	ATP5D
DB01191	SLC6A4
DB01191	HTR2C
DB01192	OPRM1
DB01192	OPRD1
DB01193	ADRB1
DB01193	ADRB2
DB01194	CA2
DB01194	CA1
DB01194	CA4
DB01194	CA5A
DB01194	CA3
DB01195	SCN4A
DB01195	SCN5A
DB01195	KCNH2
DB01195	RYR2
DB01196	ESR2
DB01196	ESR1
DB01196	MAP2
DB01196	MAP1A
DB01197	ACE
DB01197	MMP2
DB01197	MMP9
DB01197	LTA4H
DB01197	BDKRB1
DB01198	GABRA1
DB01198	GABRA2
DB01198	GABRA3
DB01198	GABRA5
DB01198	TSPO
DB01199	CHRNA2
DB01199	HTR3A
DB01199	ACHE
DB01199	CHRNA7
DB01200	DRD2
DB01200	DRD3
DB01200	HTR1D
DB01200	ADRA2A
DB01200	HTR1A
DB01200	ADRA2C
DB01200	ADRA2B
DB01200	HTR2B
DB01200	DRD4
DB01200	HTR2A
DB01200	HTR1B
DB01200	HTR2C
DB01200	DRD5
DB01200	DRD1
DB01200	ADRA1A
DB01200	ADRA1B
DB01200	ADRA1D
DB01200	HTR7
DB01202	CACNA1B
DB01202	SV2A
DB01203	ADRB1
DB01203	ADRB2
DB01204	TOP2A
DB01205	GABRG2
DB01205	GABRA5
DB01205	GABRA1
DB01206	STMN4
DB01207	TBXAS1
DB01207	TBXA2R
DB01208	TOP2A
DB01209	OPRM1
DB01209	OPRK1
DB01210	ADRB1
DB01210	ADRB2
DB01211	KCNH2
DB01211	SLCO1B1
DB01211	SLCO1B3
DB01212	SLC22A11
DB01212	SLC22A6
DB01212	SLC22A8
DB01212	SLC15A1
DB01213	ADH1A
DB01213	ADH1B
DB01213	ADH1C
DB01213	CAT
DB01214	ADRB1
DB01214	ADRB2
DB01216	SRD5A2
DB01216	SRD5A1
DB01216	AKR1D1
DB01217	CYP19A1
DB01218	KCNH2
DB01219	RYR1
DB01220	NR1I2
DB01221	GRIN3A
DB01221	HTR3A
DB01221	CHRNA7
DB01221	BCHE
DB01221	NOS1
DB01221	TACR1
DB01221	DRD2
DB01221	OPRD1
DB01221	SLC6A2
DB01221	OPRK1
DB01221	OPRM1
DB01222	NR3C1
DB01222	ANXA1
DB01223	PDE3A
DB01223	ADORA1
DB01223	ADORA3
DB01223	HDAC2
DB01224	HTR2A
DB01224	DRD2
DB01224	HTR1A
DB01224	HTR1B
DB01224	HTR1D
DB01224	HTR1E
DB01224	HTR2C
DB01224	HTR3A
DB01224	HTR6
DB01224	HTR7
DB01224	DRD1
DB01224	DRD5
DB01224	DRD3
DB01224	DRD4
DB01224	HRH1
DB01224	ADRA2A
DB01224	ADRA2B
DB01224	ADRA2C
DB01224	CHRM1
DB01224	CHRM2
DB01224	CHRM3
DB01224	CHRM4
DB01224	CHRM5
DB01225	SERPINC1
DB01225	F10
DB01225	F2
DB01226	CHRNA2
DB01226	CHRM2
DB01226	CHRM3
DB01226	BCHE
DB01227	OPRM1
DB01227	CHRNB4
DB01227	CHRNA3
DB01228	SCN5A
DB01229	TUBB1
DB01229	BCL2
DB01229	MAP4
DB01229	MAP2
DB01229	MAPT
DB01229	NR1I2
DB01231	CHRM2
DB01231	CHRM1
DB01231	CHRM3
DB01233	HTR4
DB01233	HTR3A
DB01233	CHRM1
DB01233	DRD2
DB01234	NR3C1
DB01234	NR0B1
DB01234	ANXA1
DB01234	NOS2
DB01234	NR1I2
DB01235	DRD1
DB01235	DRD5
DB01235	DRD2
DB01235	DRD3
DB01235	DRD4
DB01236	GLRA1
DB01236	GRIA1
DB01236	MT-ND1
DB01236	CCDC51
DB01237	HRH1
DB01238	DRD2
DB01238	HTR2A
DB01238	HTR1A
DB01238	ADRA1A
DB01238	ADRA1B
DB01238	DRD3
DB01238	HTR1D
DB01238	HTR7
DB01238	ADRA2A
DB01238	ADRA2C
DB01238	HRH1
DB01238	HTR1B
DB01238	HTR2C
DB01238	HTR3A
DB01238	HTR6
DB01238	DRD1
DB01238	DRD4
DB01238	ADRA2B
DB01238	HTR1E
DB01238	DRD5
DB01238	HTR2B
DB01238	HTR5A
DB01238	ADRB1
DB01238	ADRB2
DB01238	HRH2
DB01238	HRH3
DB01238	HRH4
DB01238	CHRM1
DB01238	CHRM2
DB01238	CHRM3
DB01238	CHRM4
DB01238	CHRM5
DB01238	OPRK1
DB01238	OPRM1
DB01238	OPRD1
DB01238	SLC6A3
DB01238	SLC6A4
DB01239	DRD2
DB01239	DRD1
DB01239	DRD3
DB01239	HTR2A
DB01239	HRH1
DB01239	CHRM1
DB01239	CHRM2
DB01239	CHRM3
DB01239	CHRM4
DB01239	CHRM5
DB01240	PTGIS
DB01240	P2RY12
DB01240	PTGIR
DB01241	PPARA
DB01241	SLCO1B1
DB01241	SLC22A8
DB01241	SLCO2B1
DB01241	SLCO1B3
DB01242	SLC6A4
DB01242	HTR2A
DB01242	HTR2B
DB01242	HTR2C
DB01242	SLC6A2
DB01242	GSTP1
DB01244	CACNA1A
DB01244	CACNA1H
DB01244	CACNA2D2
DB01244	ATP1A1
DB01244	KCNQ1
DB01244	TNNC1
DB01244	CALM1
DB01244	PDE1B
DB01244	PDE1A
DB01244	KCNH2
DB01245	CHRNA2
DB01245	CHRNA4
DB01245	CHRNB2
DB01245	ACHE
DB01246	HRH1
DB01247	MAOA
DB01247	MAOB
DB01248	TUBB1
DB01248	MAP2
DB01248	MAP4
DB01248	MAPT
DB01248	BCL2
DB01248	NR1I2
DB01250	TPMT
DB01250	IFNG
DB01251	ABCC8
DB01251	KCNJ8
DB01252	ABCC8
DB01252	PPARG
DB01253	ADRA1A
DB01254	ABL1
DB01254	SRC
DB01254	EPHA2
DB01254	LCK
DB01254	YES1
DB01254	KIT
DB01254	PDGFRB
DB01254	STAT5B
DB01254	ABL2
DB01254	FYN
DB01254	BTK
DB01254	NR4A3
DB01254	BCR
DB01254	CSK
DB01254	EPHA5
DB01254	EPHB4
DB01254	FGR
DB01254	FRK
DB01254	HSPA8
DB01254	LYN
DB01254	ZAK
DB01254	MAPK14
DB01254	PPAT
DB01255	TAAR1
DB01257	C5
DB01259	EGFR
DB01259	ERBB2
DB01260	NR3C1
DB01261	DPP4
DB01262	DNMT1
DB01262	DNMT3A
DB01262	DNMT3B
DB01267	HTR2A
DB01267	DRD2
DB01267	DRD4
DB01267	DRD3
DB01267	HTR2C
DB01267	HRH1
DB01267	ADRA1A
DB01267	ADRA1B
DB01267	HTR1D
DB01267	ADRA2A
DB01267	ADRA2B
DB01267	ADRA2C
DB01267	HTR1A
DB01267	DRD1
DB01267	HTR7
DB01268	PDGFRB
DB01268	FLT1
DB01268	KIT
DB01268	KDR
DB01268	FLT4
DB01268	FLT3
DB01268	CSF1R
DB01268	PDGFRA
DB01268	MET
DB01269	EGFR
DB01270	VEGFA
DB01271	PLIN3
DB01272	M6PR
DB01273	CHRNA4
DB01273	CHRNA7
DB01273	CHRNA3
DB01273	CHRNA6
DB01273	CHRNB2
DB01274	ADRB2
DB01275	AOC3
DB01275	HIF1A
DB01275	P4HA1
DB01276	GLP1R
DB01277	IGF1R
DB01277	IGFBP3
DB01277	INSR
DB01277	IGF2R
DB01278	CALCR
DB01278	RAMP1
DB01278	RAMP2
DB01278	RAMP3
DB01279	PLIN3
DB01280	POLA1
DB01281	CD80
DB01281	CD86
DB01281	CTLA4
DB01282	OXTR
DB01283	PTGS2
DB01283	PTGS1
DB01284	MC2R
DB01285	MC2R
DB01285	CRH
DB01288	ADRB2
DB01288	ADRB1
DB01288	ADRB3
DB01289	KCNJ8
DB01289	INS
DB01291	ADRB2
DB01291	ADRB1
DB01295	ADRB1
DB01295	ADRB2
DB01295	ADRA1A
DB01296	IFNG
DB01296	RELA
DB01297	ADRB1
DB01303	PDE3A
DB01303	PDE4A
DB01303	ADORA2A
DB01303	ADORA1
DB01303	HDAC2
DB01306	INSR
DB01306	IGF1R
DB01307	INSR
DB01307	IGF1R
DB01309	INSR
DB01309	IGF1R
DB01320	SCN5A
DB01324	SLC12A3
DB01325	SLC12A1
DB01325	SLC12A2
DB01325	SLC12A3
DB01325	CA1
DB01325	CA2
DB01327	PON1
DB01327	IL15
DB01327	IL2
DB01336	CHRNA2
DB01336	CHRM2
DB01337	CHRNA2
DB01337	CHRM2
DB01337	CHRM3
DB01338	CHRNA2
DB01338	CHRM2
DB01338	CHRM3
DB01339	CHRNA2
DB01340	ACE
DB01341	GABRA1
DB01342	AGTR1
DB01345	ATP1A1
DB01346	GABRA1
DB01346	GABRA2
DB01346	SCN5A
DB01346	KCNK1
DB01346	GRIA2
DB01347	AGTR1
DB01348	ACE
DB01349	AGTR1
DB01349	AGTR2
DB01351	GABRA1
DB01351	GABRA2
DB01351	GABRA3
DB01351	GABRA4
DB01351	GABRA5
DB01351	GABRA6
DB01351	CHRNA4
DB01351	CHRNA7
DB01351	GRIA2
DB01351	GRIK2
DB01352	GABRA1
DB01352	GABRA2
DB01352	GABRA3
DB01352	GABRA4
DB01352	GABRA5
DB01352	GABRA6
DB01352	CHRNA4
DB01352	CHRNA7
DB01352	GRIA2
DB01352	GRIK2
DB01353	GABRA2
DB01353	GABRA3
DB01353	GABRA4
DB01353	GABRA5
DB01353	GABRA6
DB01353	GABRA1
DB01353	CHRNA4
DB01353	CHRNA7
DB01353	GRIA2
DB01353	GRIK2
DB01354	GABRA1
DB01354	GABRA2
DB01354	GABRA3
DB01354	GABRA4
DB01354	GABRA5
DB01354	GABRA6
DB01354	CHRNA4
DB01354	CHRNA7
DB01354	GRIA2
DB01354	GRIK2
DB01355	GABRA2
DB01355	GABRA3
DB01355	GABRA4
DB01355	GABRA5
DB01355	GABRA6
DB01355	GABRA1
DB01355	CHRNA4
DB01355	CHRNA7
DB01355	GRIA2
DB01355	GRIK2
DB01356	GSK3B
DB01356	IMPA1
DB01356	IMPA2
DB01356	GRIA3
DB01357	ESR1
DB01359	ADRB1
DB01359	ADRB2
DB01359	HTR1A
DB01359	HTR1B
DB01363	SLC6A3
DB01363	SLC6A2
DB01363	ADRA2A
DB01363	ADRA2B
DB01363	ADRA2C
DB01363	MAOA
DB01363	MAOB
DB01363	ADRB1
DB01363	ADRB2
DB01363	ADRB3
DB01363	SLC6A4
DB01363	SLC18A2
DB01363	SLC18A1
DB01364	ADRA1A
DB01364	ADRB1
DB01364	ADRB2
DB01364	SLC6A2
DB01366	ADRB2
DB01367	MAOB
DB01367	BCL2
DB01370	KLK1
DB01370	APP
DB01370	TF
DB01370	ATP1A1
DB01373	CACNA1C
DB01373	ATP2C1
DB01373	TNNC2
DB01373	TNNC1
DB01373	SPTBN1
DB01373	S100B
